,type,gender_guessed,Height,Width,is_flat,age,years_selling,Uniqueness,is_signed,gallery,price_numeric,painting,description_present,location,image_path
4776,Unique work,male,25.6,19.7,Not flat,9.0,8.0,Unique,signed,gallery,850.0,oil,Present,France,images_thesis\342319_1_m.jpg
4777,Unique work,unknown,23.6,11.8,Not flat,93.0,9.0,Unique,signed,gallery,1215.0,oil,No description,France,images_thesis\260365_1_m.jpg
4778,Unique work,unknown,25.6,22.4,Not flat,1.0,4.0,Unique,signed,gallery,3644.0,other,No description,Spain,images_thesis\2328217_1_m.jpg
4779,Unique work,female,51.6,37.8,Not flat,5.0,9.0,Unique,not signed,gallery,5162.0,acrylic,Present,France,images_thesis\2318414_1_m.jpg
4780,Unique work,male,58.9,29.1,Not flat,29.0,9.0,Unique,not signed,gallery,4373.0,acrylic,Present,France,images_thesis\2318276_1_m.jpg
4781,Unique work,male,24.0,18.0,Not flat,4.0,5.0,Unique,signed,gallery,6750.0,acrylic,Present,United States,images_thesis\2317912_1_m.jpg
4782,Unique work,male,19.7,19.7,Not flat,0.0,1.0,Unique,signed,gallery,1749.0,other,Present,other,images_thesis\2307023_1_m.jpg
4783,Unique work,unknown,47.2,39.4,Not flat,1.0,4.0,Unique,signed,gallery,4858.0,oil,No description,Spain,images_thesis\2289709_1_m.jpg
4784,Unique work,male,27.6,19.7,Not flat,1.0,4.0,Unique,signed,gallery,2065.0,other,No description,France,images_thesis\2288416_1_m.jpg
4785,Unique work,female,47.2,59.1,Not flat,1.0,10.0,Unique,signed,gallery,5455.0,oil,Present,other,images_thesis\2272078_1_m.jpg
4786,Unique work,male,11.0,13.8,Not flat,120.0,6.0,Unique,signed,gallery,1366.0,oil,Present,other,images_thesis\2262937_1_m.jpg
4787,Unique work,male,23.0,30.5,Not flat,25.0,4.0,Unique,signed,gallery,1200.0,acrylic,No description,other,images_thesis\2235734_1_m.jpg
4788,Unique work,unknown,40.0,30.0,Not flat,2.0,3.0,Unique,signed,gallery,1750.0,other,No description,other,images_thesis\2208381_1_m.jpg
4789,Unique work,male,36.2,28.7,Not flat,2.0,8.0,Unique,signed,gallery,2624.0,acrylic,No description,France,images_thesis\2193942_1_m.jpg
4790,Unique work,female,19.7,15.7,Not flat,9.0,3.0,Unique,signed,gallery,1202.0,other,Present,other,images_thesis\2191201_1_m.jpg
4791,Unique work,unknown,25.6,21.3,Not flat,2.0,10.0,Unique,signed,gallery,1992.0,acrylic,Present,France,images_thesis\2160221_1_m.jpg
4792,Unique work,unknown,23.6,31.5,Not flat,2.0,2.0,Unique,signed,gallery,2854.0,acrylic,No description,other,images_thesis\2142015_1_m.jpg
4793,Unique work,male,13.8,15.7,Not flat,3.0,2.0,Unique,signed,gallery,1158.0,other,Present,other,images_thesis\2028891_1_m.jpg
4794,Unique work,unknown,19.7,15.7,Not flat,4.0,11.0,Unique,signed,gallery,790.0,acrylic,Present,France,images_thesis\2016720_1_m.jpg
4795,Unique work,female,63.0,39.4,Not flat,9.0,10.0,Unique,signed,gallery,15183.0,other,No description,France,images_thesis\2010039_1_m.jpg
4796,Unique work,unknown,8.0,8.0,Not flat,2.0,10.0,Unique,signed,gallery,6316.0,other,Present,other,images_thesis\1972785_1_m.jpg
4797,Unique work,unknown,32.7,25.6,Not flat,2.0,3.0,Unique,signed,gallery,607.0,other,Present,France,images_thesis\1941402_1_m.jpg
4798,Unique work,male,25.6,36.2,Not flat,3.0,10.0,Unique,signed,gallery,4858.0,oil,No description,France,images_thesis\1727502_1_m.jpg
4799,Unique work,female,51.2,24.8,Not flat,4.0,5.0,Unique,signed,gallery,1215.0,other,Present,other,images_thesis\1222335_1_m.jpg
4800,Unique work,unknown,35.5,27.5,Flat,23.0,4.0,Unique,signed,gallery,2400.0,oil,Present,United States,images_thesis\1016415_1_m.jpg
4801,Unique work,male,19.7,19.7,Flat,5.0,8.0,Unique,signed,gallery,2429.0,other,Present,France,images_thesis\749496_1_m.jpg
4802,Unique work,female,5.5,5.5,Not flat,5.0,8.0,Unique,signed,gallery,340.0,other,No description,other,images_thesis\738579_1_m.jpg
4803,Unique work,male,19.7,19.7,Not flat,6.0,10.0,Unique,signed,gallery,1020.0,oil,No description,France,images_thesis\660714_1_m.jpg
4804,Unique work,male,19.7,15.7,Not flat,125.0,9.0,Unique,signed,gallery,1798.0,oil,Present,France,images_thesis\652641_1_m.jpg
4805,Unique work,male,17.3,20.5,Not flat,65.0,6.0,Unique,signed,gallery,23078.0,oil,Present,other,images_thesis\652047_1_m.jpg
4806,Unique work,male,23.6,23.6,Flat,29.0,9.0,Unique,signed,gallery,3037.0,other,Present,France,images_thesis\52879_1_m.jpg
4807,Unique work,unknown,19.7,19.7,Not flat,6.0,9.0,Unique,signed,gallery,1700.0,other,Present,France,images_thesis\319537_1_m.jpg
4808,Unique work,unknown,16.9,16.9,Not flat,10.0,9.0,Unique,signed,gallery,2186.0,other,Present,France,images_thesis\2322197_1_m.jpg
4809,Unique work,male,16.1,10.6,Not flat,2.0,8.0,Unique,signed,gallery,3522.0,oil,No description,France,images_thesis\2321254_1_m.jpg
4810,Unique work,female,50.4,50.4,Not flat,2.0,2.0,Unique,signed,gallery,5455.0,other,Present,other,images_thesis\2320860_1_m.jpg
4811,Unique work,unknown,20.1,20.1,Not flat,2.0,4.0,Unique,signed,gallery,2186.0,acrylic,No description,Spain,images_thesis\2319350_1_m.jpg
4812,Unique work,female,10.2,7.9,Not flat,6.0,4.0,Unique,signed,gallery,2065.0,other,No description,Spain,images_thesis\2319317_1_m.jpg
4813,Unique work,male,7.9,7.9,Not flat,0.0,4.0,Unique,signed,gallery,77.0,acrylic,Present,France,images_thesis\2311434_1_m.jpg
4814,Unique work,male,15.7,11.8,Not flat,1.0,2.0,Unique,signed,gallery,280.0,other,Present,other,images_thesis\2288121_1_m.jpg
4815,Unique work,unknown,10.6,8.7,Not flat,42.0,6.0,Unique,signed,gallery,1129.0,oil,Present,other,images_thesis\2268515_1_m.jpg
4816,Unique work,female,44.0,48.0,Not flat,1.0,4.0,Unique,signed,gallery,6900.0,oil,Present,United States,images_thesis\2255008_1_m.jpg
4817,Unique work,unknown,11.8,11.8,Not flat,3.0,11.0,Unique,signed,gallery,1336.0,oil,No description,France,images_thesis\2253876_1_m.jpg
4818,Unique work,unknown,31.6,39.4,Not flat,8.0,5.0,Unique,signed,gallery,8500.0,acrylic,Present,United States,images_thesis\2252299_1_m.jpg
4819,Unique work,male,23.6,7.9,Not flat,6.0,10.0,Unique,signed,gallery,2672.0,acrylic,No description,France,images_thesis\2249089_1_m.jpg
4820,Unique work,female,39.4,39.4,Not flat,1.0,8.0,Unique,signed,gallery,6559.0,acrylic,No description,other,images_thesis\2246877_1_m.jpg
4821,Unique work,female,31.9,39.4,Not flat,2.0,7.0,Unique,signed,gallery,2915.0,oil,Present,France,images_thesis\2246334_1_m.jpg
4822,Unique work,female,30.0,40.0,Not flat,8.0,3.0,Unique,signed,gallery,3350.0,other,Present,United States,images_thesis\2225660_1_m.jpg
4823,Unique work,male,13.0,9.4,Not flat,35.0,3.0,Unique,signed,gallery,1213.0,other,No description,Spain,images_thesis\2221553_1_m.jpg
4824,Unique work,unknown,18.9,22.8,Not flat,9.0,3.0,Unique,signed,gallery,2186.0,other,Present,other,images_thesis\2221343_1_m.jpg
4825,Unique work,male,19.7,25.6,Not flat,1.0,2.0,Unique,signed,gallery,1943.0,acrylic,Present,France,images_thesis\2207463_1_m.jpg
4826,Unique work,unknown,30.7,20.9,Not flat,59.0,9.0,Unique,signed,gallery,3644.0,other,Present,France,images_thesis\2197695_1_m.jpg
4827,Unique work,unknown,59.1,59.1,Not flat,3.0,3.0,Unique,signed,gallery,5830.0,other,Present,Spain,images_thesis\2187228_1_m.jpg
4828,Unique work,unknown,63.0,51.2,Not flat,3.0,5.0,Unique,signed,gallery,5830.0,acrylic,Present,France,images_thesis\2160191_1_m.jpg
4829,Unique work,female,18.9,18.9,Not flat,4.0,4.0,Unique,signed,gallery,1579.0,acrylic,No description,Spain,images_thesis\1921947_1_m.jpg
4830,Unique work,female,51.2,38.0,Not flat,43.0,10.0,Unique,signed,gallery,1822.0,acrylic,Present,France,images_thesis\1867143_1_m.jpg
4831,Unique work,male,76.4,51.2,Not flat,8.0,5.0,Unique,signed,gallery,5952.0,acrylic,Present,France,images_thesis\1724910_1_m.jpg
4832,Unique work,male,35.4,54.7,Not flat,9.0,10.0,Unique,signed,gallery,13361.0,other,Present,other,images_thesis\1698435_1_m.jpg
4833,Unique work,male,39.4,39.4,Not flat,3.0,9.0,Unique,signed,gallery,1032.0,other,No description,other,images_thesis\1600617_1_m.jpg
4834,Unique work,male,18.0,25.0,Not flat,19.0,6.0,Unique,signed,gallery,4000.0,acrylic,Present,United States,images_thesis\1470810_1_m.jpg
4835,Unique work,male,27.6,19.7,Not flat,50.0,6.0,Unique,signed,gallery,486.0,other,Present,other,images_thesis\995241_1_m.jpg
4836,Unique work,unknown,31.5,31.5,Not flat,7.0,7.0,Unique,signed,gallery,1385.0,acrylic,No description,France,images_thesis\912408_1_m.jpg
4837,Unique work,unknown,77.6,31.5,Not flat,8.0,5.0,Unique,signed,gallery,5830.0,oil,Present,other,images_thesis\721785_1_m.jpg
4838,Unique work,female,23.6,23.6,Not flat,16.0,10.0,Unique,signed,gallery,2672.0,acrylic,Present,other,images_thesis\56905_1_m.jpg
4839,Unique work,unknown,39.8,28.7,Not flat,8.0,11.0,Unique,not signed,gallery,2794.0,other,Present,other,images_thesis\568959_1_m.jpg
4840,Unique work,unknown,35.4,39.4,Not flat,8.0,9.0,Unique,signed,gallery,4858.0,other,No description,Spain,images_thesis\488797_1_m.jpg
4841,Unique work,female,35.4,35.4,Not flat,9.0,9.0,Unique,signed,gallery,5344.0,oil,No description,Spain,images_thesis\417811_1_m.jpg
4842,Unique work,male,25.6,21.3,Not flat,10.0,7.0,Unique,signed,gallery,2186.0,oil,Present,France,images_thesis\412531_1_m.jpg
4843,Unique work,female,40.2,40.2,Not flat,1.0,4.0,Unique,signed,gallery,6012.0,other,No description,Spain,images_thesis\2326155_1_m.jpg
4844,Unique work,male,36.0,48.0,Not flat,3.0,3.0,Unique,signed,gallery,4545.0,oil,Present,United States,images_thesis\2306479_1_m.jpg
4845,Unique work,male,39.4,39.4,Not flat,0.0,9.0,Unique,signed,gallery,16397.0,oil,No description,France,images_thesis\2302550_1_m.jpg
4846,Unique work,male,31.5,39.4,Not flat,13.0,6.0,Unique,signed,gallery,1154.0,oil,Present,other,images_thesis\2295361_1_m.jpg
4847,Unique work,female,0.0,0.0,Flat,1.0,9.0,Unique,signed,gallery,1154.0,other,Present,France,images_thesis\2285855_1_m.jpg
4848,Unique work,female,51.2,51.2,Not flat,1.0,5.0,Unique,signed,gallery,7531.0,other,Present,other,images_thesis\2275106_1_m.jpg
4849,Unique work,female,7.9,5.9,Not flat,1.0,7.0,Unique,signed,gallery,170.0,other,Present,France,images_thesis\2271672_1_m.jpg
4850,Unique work,unknown,11.8,11.8,Not flat,2.0,8.0,Unique,signed,gallery,3401.0,other,No description,France,images_thesis\2268541_1_m.jpg
4851,Unique work,female,19.7,23.6,Not flat,1.0,4.0,Unique,signed,gallery,2794.0,acrylic,No description,Spain,images_thesis\2268533_1_m.jpg
4852,Unique work,male,27.6,39.4,Not flat,7.0,2.0,Unique,signed,gallery,2387.0,oil,No description,other,images_thesis\2262532_1_m.jpg
4853,Unique work,male,28.7,23.6,Not flat,2.0,9.0,Unique,signed,gallery,3037.0,acrylic,Present,Spain,images_thesis\2262428_1_m.jpg
4854,Unique work,male,24.0,18.0,Not flat,5.0,3.0,Unique,signed,gallery,2199.0,oil,Present,other,images_thesis\2258305_1_m.jpg
4855,Unique work,unknown,24.0,24.0,Not flat,1.0,4.0,Unique,signed,gallery,5527.0,other,No description,Spain,images_thesis\2256194_1_m.jpg
4856,Unique work,unknown,21.3,25.6,Not flat,29.0,1.0,Unique,signed,gallery,1822.0,oil,No description,Spain,images_thesis\2253575_1_m.jpg
4857,Unique work,unknown,7.5,7.5,Not flat,4.0,7.0,Unique,signed,gallery,425.0,acrylic,No description,France,images_thesis\2236837_1_m.jpg
4858,Unique work,unknown,31.5,23.6,Not flat,2.0,4.0,Unique,signed,gallery,1700.0,other,No description,Spain,images_thesis\2236294_1_m.jpg
4859,Unique work,male,28.7,36.2,Flat,45.0,3.0,Unique,signed,gallery,6680.0,other,No description,Spain,images_thesis\2230398_1_m.jpg
4860,Unique work,unknown,15.7,19.7,Not flat,2.0,6.0,Unique,signed,gallery,1883.0,oil,Present,other,images_thesis\2230176_1_m.jpg
4861,Unique work,male,16.9,13.8,Not flat,42.0,3.0,Unique,signed,gallery,7895.0,other,No description,Spain,images_thesis\2229258_1_m.jpg
4862,Unique work,female,24.0,18.0,Not flat,6.0,5.0,Unique,signed,gallery,2500.0,other,Present,United States,images_thesis\2203318_1_m.jpg
4863,Unique work,male,31.9,25.6,Not flat,2.0,11.0,Unique,signed,gallery,2551.0,acrylic,Present,France,images_thesis\2203300_1_m.jpg
4864,Unique work,male,19.7,14.1,Not flat,61.0,6.0,Unique,signed,gallery,1628.0,oil,No description,other,images_thesis\2198127_1_m.jpg
4865,Unique work,male,31.5,23.6,Not flat,3.0,4.0,Unique,signed,gallery,1700.0,acrylic,Present,France,images_thesis\2190073_1_m.jpg
4866,Unique work,male,23.6,19.1,Not flat,52.0,6.0,Unique,not signed,gallery,1799.0,oil,No description,other,images_thesis\2188248_1_m.jpg
4867,Unique work,male,5.5,7.2,Not flat,98.0,9.0,Unique,signed,gallery,42512.0,other,No description,France,images_thesis\2187655_1_m.jpg
4868,Unique work,female,23.6,31.5,Not flat,2.0,6.0,Unique,signed,gallery,2915.0,acrylic,No description,other,images_thesis\2160905_1_m.jpg
4869,Unique work,unknown,24.0,19.7,Not flat,6.0,4.0,Unique,signed,gallery,516.0,acrylic,No description,France,images_thesis\2160136_1_m.jpg
4870,Unique work,unknown,48.0,36.0,Not flat,3.0,4.0,Unique,signed,gallery,8400.0,acrylic,Present,United States,images_thesis\2158193_1_m.jpg
4871,Unique work,female,24.0,17.9,Not flat,1.0,4.0,Unique,signed,gallery,1822.0,acrylic,Present,United States,images_thesis\2157402_1_m.jpg
4872,Unique work,female,7.9,7.9,Not flat,2.0,7.0,Unique,signed,gallery,109.0,acrylic,No description,France,images_thesis\2143649_1_m.jpg
4873,Unique work,unknown,39.4,39.4,Not flat,2.0,9.0,Unique,signed,gallery,3279.0,oil,No description,France,images_thesis\2140615_1_m.jpg
4874,Unique work,female,31.5,23.6,Not flat,6.0,2.0,Unique,signed,independent,972.0,other,Present,other,images_thesis\2114781_1_m.jpg
4875,Unique work,unknown,20.9,24.4,Not flat,2.0,10.0,Unique,signed,gallery,2186.0,other,No description,other,images_thesis\1981215_1_m.jpg
4876,Unique work,female,24.0,33.9,Not flat,3.0,10.0,Unique,signed,gallery,2915.0,other,No description,other,images_thesis\1968105_1_m.jpg
4877,Unique work,male,39.4,39.4,Not flat,4.0,3.0,Unique,signed,gallery,2976.0,other,Present,other,images_thesis\1940127_1_m.jpg
4878,Unique work,unknown,29.5,29.5,Not flat,2.0,2.0,Unique,signed,gallery,729.0,other,Present,France,images_thesis\1907061_1_m.jpg
4879,Unique work,male,41.0,32.0,Not flat,3.0,3.0,Unique,signed,gallery,2000.0,other,Present,other,images_thesis\1906446_1_m.jpg
4880,Unique work,male,15.0,18.1,Not flat,26.0,10.0,Unique,signed,gallery,2915.0,other,Present,France,images_thesis\1785738_1_m.jpg
4881,Unique work,unknown,40.0,42.0,Not flat,3.0,3.0,Unique,signed,gallery,2720.0,other,Present,other,images_thesis\1647564_1_m.jpg
4882,Unique work,female,19.7,19.7,Not flat,5.0,3.0,Unique,signed,independent,2186.0,other,Present,other,images_thesis\1616427_1_m.jpg
4883,Unique work,unknown,35.8,48.0,Not flat,6.0,9.0,Unique,signed,gallery,3644.0,acrylic,No description,Spain,images_thesis\1453236_1_m.jpg
4884,Unique work,unknown,39.4,39.4,Not flat,4.0,9.0,Unique,signed,gallery,3644.0,oil,No description,Spain,images_thesis\1357017_1_m.jpg
4885,Unique work,male,19.7,19.7,Not flat,4.0,10.0,Unique,signed,gallery,2672.0,other,No description,France,images_thesis\1140492_1_m.jpg
4886,Unique work,unknown,22.8,17.3,Flat,66.0,5.0,Unique,signed,gallery,2672.0,other,Present,France,images_thesis\1132770_1_m.jpg
4887,Unique work,female,31.5,63.0,Not flat,4.0,4.0,Unique,signed,independent,850.0,acrylic,Present,France,images_thesis\1128576_1_m.jpg
4888,Unique work,unknown,32.3,30.3,Flat,12.0,5.0,Unique,signed,gallery,1518.0,oil,No description,other,images_thesis\1078407_1_m.jpg
4889,Unique work,male,10.6,8.7,Not flat,7.0,10.0,Unique,signed,gallery,1336.0,other,No description,France,images_thesis\1047675_1_m.jpg
4890,Unique work,male,43.3,35.4,Not flat,6.0,4.0,Unique,signed,gallery,3644.0,acrylic,Present,other,images_thesis\1014912_1_m.jpg
4891,Unique work,male,9.8,5.9,Not flat,6.0,5.0,Unique,signed,gallery,340.0,other,Present,France,images_thesis\1006263_1_m.jpg
4892,Unique work,female,30.3,22.4,Not flat,9.0,9.0,Unique,signed,gallery,6073.0,acrylic,No description,Spain,images_thesis\1005306_1_m.jpg
4893,Unique work,unknown,9.4,8.7,Flat,32.0,9.0,Unique,signed,gallery,364.0,other,Present,France,images_thesis\850275_1_m.jpg
4894,Unique work,female,23.6,23.6,Not flat,7.0,7.0,Unique,signed,gallery,1458.0,other,No description,France,images_thesis\614958_1_m.jpg
4895,Unique work,male,13.0,18.1,Flat,10.0,12.0,Unique,signed,gallery,607.0,other,Present,France,images_thesis\60004_1_m.jpg
4896,Unique work,female,22.0,14.75,Not flat,21.0,6.0,Unique,signed,gallery,1250.0,other,Present,United States,images_thesis\478501_1_m.jpg
4897,Unique work,male,58.9,29.5,Not flat,11.0,12.0,Unique,signed,gallery,2672.0,acrylic,No description,France,images_thesis\245569_1_m.jpg
4898,Unique work,female,17.7,13.8,Not flat,3.0,4.0,Unique,signed,gallery,1397.0,other,No description,Spain,images_thesis\2323383_1_m.jpg
4899,Unique work,female,19.7,15.7,Not flat,2.0,4.0,Unique,signed,gallery,1640.0,other,No description,Spain,images_thesis\2323315_1_m.jpg
4900,Unique work,female,23.2,20.1,Not flat,6.0,4.0,Unique,not signed,gallery,5527.0,oil,No description,Spain,images_thesis\2321539_1_m.jpg
4901,Unique work,male,39.4,27.6,Flat,2.0,1.0,Unique,signed,gallery,1700.0,other,Present,other,images_thesis\2314062_1_m.jpg
4902,Unique work,unknown,15.7,15.7,Not flat,0.0,4.0,Unique,signed,gallery,109.0,acrylic,No description,France,images_thesis\2312660_1_m.jpg
4903,Unique work,female,63.0,39.4,Not flat,1.0,3.0,Unique,signed,gallery,3426.0,acrylic,Present,other,images_thesis\2308273_1_m.jpg
4904,Unique work,unknown,30.0,24.0,Not flat,4.0,5.0,Unique,signed,gallery,8000.0,acrylic,Present,United States,images_thesis\2303899_1_m.jpg
4905,Unique work,unknown,57.0,51.3,Not flat,3.0,5.0,Unique,signed,gallery,8950.0,acrylic,Present,United States,images_thesis\2303772_1_m.jpg
4906,Unique work,female,13.0,10.0,Not flat,5.0,5.0,Unique,signed,gallery,18000.0,other,Present,United States,images_thesis\2301287_1_m.jpg
4907,Unique work,unknown,20.0,16.0,Not flat,1.0,4.0,Unique,signed,gallery,2186.0,other,No description,Spain,images_thesis\2300672_1_m.jpg
4908,Unique work,unknown,70.9,94.5,Flat,1.0,12.0,Unique,signed,gallery,24292.0,oil,No description,France,images_thesis\2274779_1_m.jpg
4909,Unique work,unknown,11.8,9.4,Not flat,1.0,7.0,Unique,signed,gallery,152.0,other,Present,France,images_thesis\2267483_1_m.jpg
4910,Unique work,female,39.4,31.5,Not flat,6.0,1.0,Unique,signed,gallery,1000.0,acrylic,Present,United States,images_thesis\2266729_1_m.jpg
4911,Unique work,female,31.5,23.6,Not flat,3.0,1.0,Unique,signed,gallery,1314.0,acrylic,Present,United States,images_thesis\2266452_1_m.jpg
4912,Unique work,female,19.7,19.7,Not flat,5.0,1.0,Unique,signed,gallery,600.0,other,Present,United States,images_thesis\2254404_1_m.jpg
4913,Unique work,unknown,8.3,11.8,Not flat,21.0,10.0,Unique,signed,gallery,34009.0,other,Present,France,images_thesis\2248981_1_m.jpg
4914,Unique work,male,19.7,27.6,Not flat,52.0,3.0,Unique,signed,gallery,7288.0,other,No description,Spain,images_thesis\2231470_1_m.jpg
4915,Unique work,male,25.6,31.5,Flat,55.0,3.0,Unique,signed,gallery,6747.0,other,No description,Spain,images_thesis\2221633_1_m.jpg
4916,Unique work,male,19.7,25.6,Not flat,53.0,6.0,Unique,signed,gallery,1313.0,oil,Present,other,images_thesis\2217551_1_m.jpg
4917,Unique work,male,39.4,39.4,Not flat,1.0,9.0,Unique,signed,gallery,2186.0,acrylic,No description,France,images_thesis\2204623_1_m.jpg
4918,Unique work,unknown,17.9,14.2,Not flat,66.0,6.0,Unique,signed,gallery,1129.0,oil,No description,other,images_thesis\2203006_1_m.jpg
4919,Unique work,male,25.6,21.3,Not flat,68.0,6.0,Unique,signed,gallery,1576.0,oil,Present,other,images_thesis\2196705_1_m.jpg
4920,Unique work,male,20.5,27.6,Not flat,18.0,10.0,Unique,signed,gallery,7288.0,other,No description,France,images_thesis\2194594_1_m.jpg
